NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	Details ...	142	-0.8059622	-2.933135	0.0	0.0	0.0	2140	tags=75%, list=14%, signal=87%	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	Details ...	89	-0.83580214	-2.8789136	0.0	0.0	0.0	1806	tags=85%, list=12%, signal=96%	
CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20250810%WP477%HOMO SAPIENS	CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20250810%WP477%HOMO SAPIENS	Details ...	77	-0.85034984	-2.8773034	0.0	0.0	0.0	1806	tags=90%, list=12%, signal=101%	
REGULATION OF EXPRESSION OF SLITS AND ROBOS%REACTOME DATABASE ID RELEASE 93%9010553	REGULATION OF EXPRESSION OF SLITS AND ROBOS%REACTOME DATABASE ID RELEASE 93%9010553	Details ...	138	-0.7921055	-2.8732116	0.0	0.0	0.0	2339	tags=79%, list=15%, signal=92%	
EUKARYOTIC TRANSLATION INITIATION%REACTOME%R-HSA-72613.5	EUKARYOTIC TRANSLATION INITIATION%REACTOME%R-HSA-72613.5	Details ...	106	-0.82168514	-2.8626292	0.0	0.0	0.0	2069	tags=85%, list=13%, signal=97%	
CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4	CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4	Details ...	106	-0.82168514	-2.8567243	0.0	0.0	0.0	2069	tags=85%, list=13%, signal=97%	
GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME%R-HSA-72706.4	GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME%R-HSA-72706.4	Details ...	99	-0.82914287	-2.8515668	0.0	0.0	0.0	2237	tags=89%, list=14%, signal=103%	
NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.4	NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.4	Details ...	103	-0.81673133	-2.8470256	0.0	0.0	0.0	2249	tags=83%, list=14%, signal=97%	
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 93%8868773	RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 93%8868773	Details ...	174	-0.76606447	-2.84186	0.0	0.0	0.0	2300	tags=67%, list=15%, signal=78%	
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.5	MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.5	Details ...	165	-0.7669901	-2.841448	0.0	0.0	0.0	2300	tags=68%, list=15%, signal=79%	
