NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	78	0.7571212	2.6501124	0.0	0.0	0.0	2377	tags=67%, list=15%, signal=78%	
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	128	0.66138273	2.4953933	0.0	0.0	0.0	2377	tags=53%, list=15%, signal=62%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	144	0.65548277	2.4512095	0.0	0.0	0.0	2394	tags=56%, list=15%, signal=65%	
INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.9	INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.9	Details ...	54	0.69991755	2.2741277	0.0	0.0	0.0	1080	tags=52%, list=7%, signal=56%	
CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0071356	CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0071356	Details ...	70	0.66391015	2.2550135	0.0	0.0	0.0	1086	tags=34%, list=7%, signal=37%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDBHALLMARK%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDBHALLMARK%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	141	0.5983279	2.2334964	0.0	0.0	0.0	1795	tags=46%, list=11%, signal=52%	
INTERFERON GAMMA SIGNALING%REACTOME DATABASE ID RELEASE 93%877300	INTERFERON GAMMA SIGNALING%REACTOME DATABASE ID RELEASE 93%877300	Details ...	63	0.6564571	2.208246	0.0	0.0	0.0	2072	tags=54%, list=13%, signal=62%	
DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:0042742	DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:0042742	Details ...	87	0.62660563	2.1981227	0.0	0.0	0.0	1890	tags=40%, list=12%, signal=46%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	Details ...	118	0.5895933	2.1680791	0.0	2.2067093E-4	0.002	1824	tags=43%, list=12%, signal=49%	
CYTOKINE CYTOKINE RECEPTOR INTERACTION%WIKIPATHWAYS_20250810%WP5473%HOMO SAPIENS	CYTOKINE CYTOKINE RECEPTOR INTERACTION%WIKIPATHWAYS_20250810%WP5473%HOMO SAPIENS	Details ...	92	0.61540645	2.1675303	0.0	1.9860386E-4	0.002	2966	tags=49%, list=19%, signal=60%	
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	Details ...	87	0.6069658	2.1529331	0.0	3.620551E-4	0.004	1086	tags=30%, list=7%, signal=32%	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	Details ...	39	0.713039	2.1413453	0.0	4.9746974E-4	0.006	2447	tags=69%, list=16%, signal=82%	
