gene,logFC,logCPM,F,PValue,FDR,Significant,direction
BRCA1,0.7569223485438702,7.145149885521993,406.5891826670125,1.419274414788065e-20,4.349658647674011e-19,TRUE,Not significant
IFI16,0.9701928131093406,6.307984432985475,406.40679282649614,1.4293890210666147e-20,4.372084226863246e-19,TRUE,Not significant
SOD3,4.077585916588697,2.0203902811756933,406.893713701337,1.436340699738399e-20,4.384766628302963e-19,TRUE,Up-regulated
BZW2,-0.7485462412297552,7.101609991968009,406.0053817060553,1.451911976802298e-20,4.423661636923961e-19,TRUE,Not significant
SCD,-0.6500046984539037,9.834895975015431,404.7284244594896,1.5261005055689965e-20,4.638675798714713e-19,TRUE,Not significant
RRAD,2.9432167441856074,2.4801349516491817,404.9399068695451,1.5308271499528075e-20,4.638675798714713e-19,TRUE,Up-regulated
PCCB,-0.9049931750008525,6.186438959589698,404.6400267999517,1.5313862521668532e-20,4.638675798714713e-19,TRUE,Not significant
FARSB,-0.7534147965050901,6.831589420714895,402.2900200000491,1.6791435059620104e-20,5.076404835239115e-19,TRUE,Not significant
LAYN,0.7974978397624354,6.925236844705087,401.94084584312895,1.702355871257568e-20,5.13664522543548e-19,TRUE,Not significant
OASL,2.8122827879770838,2.9126063064347574,401.66586225652827,1.722579743998342e-20,5.187653448688649e-19,TRUE,Up-regulated
ABI2,-0.7307524276365717,7.444200658043707,401.099098591648,1.7597174921937793e-20,5.286915052540409e-19,TRUE,Not significant
SYNCRIP,-0.6417950151387224,8.823453420994703,401.0618086473024,1.7623050175134697e-20,5.286915052540409e-19,TRUE,Not significant
CEP85L,-0.9540233691496164,6.5446171555972805,400.37356553137545,1.810804881722129e-20,5.422007720558789e-19,TRUE,Not significant
PTCH1,-1.366654469440811,4.602798407225454,400.26044891350546,1.8190184731603826e-20,5.436187138718314e-19,TRUE,Down-regulated
NMNAT2,2.0352672699450802,3.535602004747816,399.9617471159385,1.840997993275421e-20,5.491373785285273e-19,TRUE,Up-regulated
RPL5,-0.6631232280742688,8.614626016865099,399.6018495435182,1.8668666892227848e-20,5.557928829057548e-19,TRUE,Not significant
BVES,1.1100286909591637,5.105962656442956,399.29288203436283,1.889843569848114e-20,5.61563783207719e-19,TRUE,Up-regulated
CD63,0.6773633629650447,8.518868654811392,398.6367768990213,1.9395755068664752e-20,5.752479159833588e-19,TRUE,Not significant
APOL3,2.118110125681576,3.4150778053295943,398.2533963460412,1.9697910165515725e-20,5.831029088769144e-19,TRUE,Up-regulated
MCM6,-0.683651574251349,7.329469790462779,397.28485426491676,2.0465114826890364e-20,6.046687046205981e-19,TRUE,Not significant
FGF1,2.441482067339491,2.871515817317277,396.19510009684734,2.1401648609421975e-20,6.311467316325763e-19,TRUE,Up-regulated
MSX1,1.185227725013614,5.310874361207767,394.15938709010703,2.318365803980278e-20,6.824116293071891e-19,TRUE,Up-regulated
CBX7,1.2694569005545426,4.768512450647361,393.8972620136518,2.342858015448037e-20,6.883246387491131e-19,TRUE,Up-regulated
CILK1,-1.0265893783803515,5.420501373968337,392.4659976450918,2.4813879749149505e-20,7.276565487414761e-19,TRUE,Down-regulated
CPSF6,-0.6906810191425488,7.2972038719932835,392.10027672470807,2.5181456917682215e-20,7.370527558490131e-19,TRUE,Not significant
CDC42EP3,0.7475211801678603,6.838314810251974,390.12011600566024,2.72753625365163e-20,7.968484419546725e-19,TRUE,Not significant
CPS1,-1.4091172235082794,4.345583381031418,389.9715479964956,2.744175811568913e-20,8.002139540078751e-19,TRUE,Down-regulated
PRSS12,-0.7677582505703817,7.073994263369476,389.39623568895354,2.80861568021079e-20,8.174797594356545e-19,TRUE,Not significant
EIF3B,-0.6332820966845453,8.589282404482256,389.26755676689845,2.8232922594156446e-20,8.20224126666664e-19,TRUE,Not significant
STIP1,-0.7135750301425885,8.07774853742427,388.78614508929826,2.8789300649818725e-20,8.348363064131107e-19,TRUE,Not significant
TOX3,0.9628206616872912,5.6520937996652485,388.30558890745124,2.9356386217029757e-20,8.497042899484724e-19,TRUE,Not significant
NDUFB4,-0.7205588713438056,7.32875619162821,388.1753341266116,2.9511988192211564e-20,8.526291597860752e-19,TRUE,Not significant
MYO1E,1.012223003875087,5.494822064141382,388.0492762148308,2.966373224253702e-20,8.545091149164257e-19,TRUE,Up-regulated
PDHB,-0.6978010387895823,6.948730437035352,388.0302994846692,2.9686401113219395e-20,8.545091149164257e-19,TRUE,Not significant
EFHD2,-0.7087099257070283,7.860048952534263,387.64524786353763,3.0154717904093143e-20,8.663938250753232e-19,TRUE,Not significant
PHB2,-0.6972398594567508,7.490291939714743,387.3004176083747,3.0580775268818403e-20,8.77022967801159e-19,TRUE,Not significant
PAQR3,0.9513066619868833,5.954948668764116,387.06507804960575,3.0875268275049907e-20,8.83846965456099e-19,TRUE,Not significant
RTN1,1.7884519071973068,3.430073148925946,386.356630847005,3.1784739495920687e-20,9.068194837755586e-19,TRUE,Up-regulated
SLC66A1,1.117341785527821,5.074405893216946,386.3460317729577,3.1793798919322206e-20,9.068194837755586e-19,TRUE,Up-regulated
NELFCD,-0.7755133067714112,7.282697159859047,385.5160610643964,3.288957019717552e-20,9.36364266269314e-19,TRUE,Not significant
NAA15,-0.7081722847985833,7.31314738322059,384.8441321661373,3.3806191861747744e-20,9.60710506907486e-19,TRUE,Not significant
SERPINE2,0.6420049712895614,7.668521268343338,384.5814195401519,3.417188813449636e-20,9.6934049281702e-19,TRUE,Not significant
HMGB3,-0.7161841319368552,7.049635826849025,384.48712481754256,3.4304182822466e-20,9.713303940491732e-19,TRUE,Not significant
PHB1,-0.7366961977863316,7.313884285801029,384.24215312490344,3.465036802798626e-20,9.793585032141506e-19,TRUE,Not significant
WSCD1,-1.0055606963316475,5.776341347672929,383.38765280617685,3.58873453634047e-20,1.0124895451805332e-18,TRUE,Down-regulated
RPL23,-0.6282250460561609,8.59343240708333,383.0212294513813,3.6431771421428436e-20,1.0259974546250927e-18,TRUE,Not significant
FLNB,-0.724369148691028,7.47676962192378,382.26004007249605,3.7591266300535443e-20,1.0567472882686492e-18,TRUE,Not significant
MATN2,1.9590395683453914,3.509439826814327,381.98299243199745,3.802780144824296e-20,1.0670997067074281e-18,TRUE,Up-regulated
CS,-0.7442280058335228,7.939487058732651,381.70391039484866,3.8463048011894753e-20,1.0773789254944714e-18,TRUE,Not significant
CCT2,-0.6113257898038768,8.0635411876874,381.3642333410439,3.900602903186561e-20,1.090633691892772e-18,TRUE,Not significant
ARSD,1.0570235877812804,5.45244172017199,381.2342827314954,3.921610599597537e-20,1.0938656341689132e-18,TRUE,Up-regulated
C1QTNF1,-0.7170935426656262,7.108690692784846,381.20610928169293,3.926158802103393e-20,1.0938656341689132e-18,TRUE,Not significant
FNIP1,0.948776624961752,5.608149915701045,381.11075492757436,3.941665220831171e-20,1.0962318042987759e-18,TRUE,Not significant
KPNB1,-0.6078910800621314,9.483564812602728,381.04568296203365,3.9522610945964384e-20,1.0972263038817466e-18,TRUE,Not significant
RPS24,-0.6479247095681394,8.231319862490297,380.89305727521753,3.9772685904982454e-20,1.1022111359838223e-18,TRUE,Not significant
FMN2,-0.8414608034728248,6.656926556191424,380.3366833540038,4.0698596544526766e-20,1.1258744495415104e-18,TRUE,Not significant
F11R,2.26320044522843,2.8739952050940345,379.83042476566084,4.158051664518693e-20,1.1482393554139076e-18,TRUE,Up-regulated
NDRG1,1.0914153073037596,5.588077122223731,379.0903850609838,4.285663952347896e-20,1.1813920207265894e-18,TRUE,Up-regulated
CSNK2A1,-0.6749929161945647,8.077818481731098,379.0406896491186,4.294484948663571e-20,1.1817394321762608e-18,TRUE,Not significant
RIN1,1.3976075925266265,4.147142811830431,378.90463394208194,4.319111199592151e-20,1.1864272064960512e-18,TRUE,Up-regulated
VAV3,2.1409868195173156,3.1417593121613225,378.4731368375123,4.3983613972293476e-20,1.2051047719031346e-18,TRUE,Up-regulated
RPL18,-0.7200517654307352,8.183790800724971,378.44267927374887,4.402526070100383e-20,1.2051047719031346e-18,TRUE,Not significant
PRKG1,-1.0273572128366777,5.492341927299143,376.918626090084,4.6911349539930285e-20,1.2818608274634796e-18,TRUE,Down-regulated
SLC7A5,-0.6841367412510776,7.814237075634723,376.5195590686481,4.769913614972337e-20,1.3011125619898365e-18,TRUE,Not significant
GGH,0.6994345189576625,7.435208243830186,376.206930070099,4.832641942666715e-20,1.3159267171407797e-18,TRUE,Not significant
RPL22L1,-0.7499082928307977,7.657436188108105,375.8824459489749,4.898671729095359e-20,1.33158676740453e-18,TRUE,Not significant
WDR82,-0.642062602812474,8.52435802703927,375.8076097197893,4.914034614741144e-20,1.3334437678542376e-18,TRUE,Not significant
RPL38,-0.6820072585394925,7.636458252954706,375.0136087733713,5.080220288862938e-20,1.3753509168204405e-18,TRUE,Not significant
NOC2L,-0.6848362899591527,7.3232765981373475,374.9861637304917,5.0860705689201185e-20,1.3753509168204405e-18,TRUE,Not significant
RPS7,-0.694641440329987,8.147034283096703,374.741747566279,5.13847886010326e-20,1.3871230497998956e-18,TRUE,Not significant
NQO1,-0.6035343894739513,8.935926776688346,374.3804090851902,5.217009272630482e-20,1.40589405053818e-18,TRUE,Not significant
DLG1,-0.6381342297616347,8.043693388944332,374.1705016930924,5.263212069460651e-20,1.4159036944177277e-18,TRUE,Not significant
KCTD20,-0.7246515327783372,6.915448433253246,373.45153411516867,5.424775916558338e-20,1.4568599239829352e-18,TRUE,Not significant
TSR1,-0.6959654620022048,7.135291867021256,371.3195538603681,5.935475802796865e-20,1.5908864962861623e-18,TRUE,Not significant
HNRNPC,-0.5921002208952657,9.161411711973063,371.2848498413388,5.944195226046825e-20,1.5908864962861623e-18,TRUE,Not significant
PC,-0.8806339264510181,6.149784930897642,371.2241898576856,5.95948972157193e-20,1.592253407661013e-18,TRUE,Not significant
RASEF,4.123075547864696,1.5807821553181667,371.7900534058367,6.007807984537333e-20,1.6024238702784729e-18,TRUE,Up-regulated
NOTCH3,1.3571797755476873,4.309770200814212,370.96050951202625,6.026650157695902e-20,1.6047111067255017e-18,TRUE,Up-regulated
PSMB1,-0.6504730198677726,7.682806655087698,370.8819076046145,6.04646922365532e-20,1.60725023751246e-18,TRUE,Not significant
GPR158,1.6168988851562358,4.142918745414865,370.65796664652675,6.104617946071144e-20,1.6199520967248211e-18,TRUE,Up-regulated
TMEM38A,1.351194391677309,4.86224687535979,369.7498593148099,6.343975331511891e-20,1.6806158378225568e-18,TRUE,Up-regulated
ACLY,-0.6863648647624963,8.891151995153454,369.630427560007,6.376161140514129e-20,1.6862842407146503e-18,TRUE,Not significant
S1PR3,2.5103626763160873,2.615797895360319,369.5538025247379,6.402643124916114e-20,1.6904275682844403e-18,TRUE,Up-regulated
GAS7,1.8271583621528569,3.3923419827067054,368.15626338724394,6.790165404025458e-20,1.787266582182801e-18,TRUE,Up-regulated
BLVRA,-0.8266637189092356,6.006484679577916,368.1452485190059,6.792299103113141e-20,1.787266582182801e-18,TRUE,Not significant
PGAM5,-0.7522359928588593,6.692881521727419,366.9698547953941,7.141963311367048e-20,1.876115740448184e-18,TRUE,Not significant
LOC124902027,1.5215882901929625,3.8160365441356263,366.8754017871483,7.171565328491901e-20,1.8807309745692686e-18,TRUE,Up-regulated
PAM,0.6029006385430786,8.296374048338041,366.14402040447123,7.399006086949498e-20,1.937126719246577e-18,TRUE,Not significant
HEY1,0.7451708094553703,6.774117101076035,365.99291020527386,7.447096000380578e-20,1.946456697089439e-18,TRUE,Not significant
AHR,0.8411149446642211,6.290962389011294,365.8204463824443,7.50238642624571e-20,1.9555691970648835e-18,TRUE,Not significant
GSPT1,-0.5889293098449473,8.61561835785947,365.8061325569154,7.506983482014908e-20,1.9555691970648835e-18,TRUE,Not significant
APPL1,-0.7046569707071387,7.452794665523962,365.49254487409206,7.608690523230001e-20,1.9787659380712965e-18,TRUE,Not significant
OAS1,1.4883148852968224,5.1590428716503975,365.38548295830816,7.643917582394183e-20,1.9846251131697855e-18,TRUE,Up-regulated
KCNJ16,1.4333515334719806,3.9944981987879657,365.0121164031273,7.767964666394608e-20,2.0134873588017862e-18,TRUE,Up-regulated
RGS8,2.799663787004345,2.4528502248580035,365.0352700688098,7.785429891634146e-20,2.0146733312291674e-18,TRUE,Up-regulated
SP100,1.072811754667907,5.336572162407527,364.87238528563626,7.814195581026862e-20,2.018774825313221e-18,TRUE,Up-regulated
PODXL,-0.6384409279364381,8.981249659128343,364.55221326829394,7.92250262690761e-20,2.043378152781616e-18,TRUE,Not significant
TUBB2A,0.9911502298174706,5.630342990047166,363.09120536386155,8.437606881350323e-20,2.169669961256608e-18,TRUE,Not significant
ENGASE,-0.8528662258033751,6.3837644880461335,363.0847554006728,8.439918979168378e-20,2.169669961256608e-18,TRUE,Not significant
APOBEC3B,1.2235902778841543,5.264992930504454,362.0622196949734,8.821585766262086e-20,2.2640621597155405e-18,TRUE,Up-regulated
ZNFX1,0.7511536297140798,7.114007468431946,362.0193748151572,8.837894830479714e-20,2.264529445908163e-18,TRUE,Not significant
ADGRE5,0.6631085283248722,8.072246929823207,360.58336879406295,9.40603504988402e-20,2.4061592116151756e-18,TRUE,Not significant
OXSR1,-0.6603389475026653,7.470620781264038,360.34985914400653,9.502019342881724e-20,2.4267412145300872e-18,TRUE,Not significant
GNL3,-0.6503981319844091,7.81658362284446,360.21862894289706,9.556413823254558e-20,2.432851208403768e-18,TRUE,Not significant
GINS4,0.9188400250197165,5.813468305739247,360.2171123655072,9.557073844913075e-20,2.432851208403768e-18,TRUE,Not significant
UAP1L1,1.0004395056969662,5.260495497567955,359.58605033311034,9.823366241913784e-20,2.4965725912376006e-18,TRUE,Up-regulated
KIFC3,1.0554782913193081,5.286503108532211,358.4815272355086,1.0308409374434956e-19,2.6155915344548433e-18,TRUE,Up-regulated
SOX9,0.7211766147084736,6.754375653428198,358.4206048008616,1.0335835111124647e-19,2.6182998830936505e-18,TRUE,Not significant
EIF2A,-0.7404132937514808,6.728763669282283,358.25327814355893,1.0411717412782936e-19,2.633254743718403e-18,TRUE,Not significant
FH,-0.6699414517596969,7.5605306805233905,357.7873494331977,1.062612685445999e-19,2.6831399472570215e-18,TRUE,Not significant
RPL11,-0.6241822701413862,8.885780822567007,357.3276461357445,1.084226093719066e-19,2.733299007230484e-18,TRUE,Not significant
HGF,1.747600500372264,3.4451136229558776,356.4051605321163,1.1291608148281277e-19,2.8419941281422926e-18,TRUE,Up-regulated
ELAVL1,-0.6284084295325074,7.7787045692879495,356.1226654756409,1.1431186109781586e-19,2.8724990176187492e-18,TRUE,Not significant
RPLP2,-0.7133454858576744,7.657711306273052,355.7344676590018,1.1628051388043373e-19,2.9172783819441082e-18,TRUE,Not significant
UQCRC1,-0.6007372352089576,8.088895422757428,355.38820828955124,1.180667570901477e-19,2.9573452136522573e-18,TRUE,Not significant
RDH10,0.9683163360264715,5.6524258026102006,354.501079308599,1.2277754125142202e-19,3.070420751615562e-18,TRUE,Not significant
ABCA2,0.6714283138458883,7.821446123746779,354.4294770437672,1.2316580329398532e-19,3.0752100726597294e-18,TRUE,Not significant
UBE2G1,-0.6801996273421047,6.979622267263916,353.1181913804987,1.305205743332879e-19,3.253646852997273e-18,TRUE,Not significant
DDX1,-0.6895937604535709,7.236078503119235,352.64518464876056,1.3328642691416231e-19,3.3173039055228614e-18,TRUE,Not significant
HSPB8,0.9450211348548333,5.748742027632457,351.9184278607811,1.3765802896569925e-19,3.420659765872622e-18,TRUE,Not significant
TXNL4A,-0.7459761115289579,6.529246719621081,351.5106237738358,1.401767912874452e-19,3.477719440988521e-18,TRUE,Not significant
SELENBP1,1.3489725854832029,4.318813293055267,349.90150881269176,1.5061005847426236e-19,3.73064217742111e-18,TRUE,Up-regulated
ZFP36L1,0.8632487414641975,5.943210891345099,349.7508098169265,1.5162052058446641e-19,3.749729013821535e-18,TRUE,Not significant
MKRN1,0.6371657043133058,8.007954873762333,349.6811563732737,1.5209298437693472e-19,3.755471320397298e-18,TRUE,Not significant
ME1,-0.6249544275640011,8.012804749014634,349.3638591495048,1.5426659821016966e-19,3.803133959029892e-18,TRUE,Not significant
CCDC50,-0.6068349153573054,8.063441847185187,349.1712530900754,1.5560203934151067e-19,3.830015551035924e-18,TRUE,Not significant
PSMA4,-0.6086403193934667,8.05508871113579,348.6280674111567,1.5943458023202672e-19,3.918180014192732e-18,TRUE,Not significant
ENC1,0.6812374800316996,7.052843232592808,348.3241722414888,1.6162232023459538e-19,3.965709364625943e-18,TRUE,Not significant
NID1,-0.6253555932541096,7.9369932658474855,347.1792263113202,1.7015404367901795e-19,4.168507371007916e-18,TRUE,Not significant
RPL26,-0.655290284331069,8.57540930922126,346.6549576617703,1.742186579390631e-19,4.261404731748914e-18,TRUE,Not significant
PAWR,-0.9699222351086635,6.156086329086655,346.01134514840135,1.7934995267082875e-19,4.380062125382896e-18,TRUE,Not significant
CAPRIN1,-0.5832058438732419,8.510900822772413,345.7824156628277,1.8121295360457505e-19,4.418655951387688e-18,TRUE,Not significant
GBP3,1.4604637679406118,4.227132218643669,345.39413427691323,1.8443436123243683e-19,4.490201037481289e-18,TRUE,Up-regulated
PRKX,-0.7580591581257901,6.470272259274878,344.9054751029803,1.885429349753878e-19,4.5830887615323664e-18,TRUE,Not significant
NAA50,-0.5936276345785843,8.939295090924904,344.1933598703404,1.947255283645751e-19,4.726024857668181e-18,TRUE,Not significant
MYCL,-2.301846412887114,2.861881438042659,344.1191239842028,1.9546874530429979e-19,4.736707735048381e-18,TRUE,Down-regulated
AKR1B10,2.6237292445705833,2.3533465228210075,343.98496156371044,1.9685072492261122e-19,4.7628124311771105e-18,TRUE,Up-regulated
SLC43A3,2.2110512971050227,2.9873919625196983,343.6095362292874,2.0002954225374744e-19,4.832243810550343e-18,TRUE,Up-regulated
HMGN5,-1.153199410733902,4.928883738034683,343.39648354156105,2.019024836590964e-19,4.8699626845550566e-18,TRUE,Down-regulated
RPL26L1,-0.6610755082505283,7.8139794748876135,343.10005040994105,2.0463926656863487e-19,4.928369393632917e-18,TRUE,Not significant
SMPD3,-2.1189975279581734,4.152472657522358,342.69934165137744,2.0842473631220592e-19,5.0118132747073514e-18,TRUE,Down-regulated
RABEP1,-0.6547569715919167,7.068234382420887,342.59876271389294,2.0936217339034433e-19,5.0266217666529674e-18,TRUE,Not significant
RPLP0,-0.5818561327537924,9.484305897091668,342.51628406518796,2.101501111355827e-19,5.03780097706926e-18,TRUE,Not significant
GPS1,-0.7395113145721625,6.683499739589429,342.2384321305266,2.1282826896705711e-19,5.094189653836298e-18,TRUE,Not significant
SEPTIN9,-0.741090417441393,9.222111967388713,342.0742813967557,2.1442711788092923e-19,5.1230563142336705e-18,TRUE,Not significant
PGAM1,-0.8084965722325054,6.196158771745898,342.04747860480614,2.146898199502914e-19,5.1230563142336705e-18,TRUE,Not significant
PPP2R2B,1.4889706043640965,3.876622670881689,341.2282981085515,2.228922531344667e-19,5.310679750749565e-18,TRUE,Up-regulated
LRP5,-0.8175320271649411,6.314881576793577,340.7177356325325,2.281390988574274e-19,5.4274187445077476e-18,TRUE,Not significant
TARDBP,-0.5761928283950166,8.173428330574113,340.5546634964234,2.2984846682697585e-19,5.459774371589107e-18,TRUE,Not significant
CCDC18,1.004519609015174,5.023824407407149,339.64756101849173,2.3961207650582896e-19,5.6830603274447746e-18,TRUE,Up-regulated
POU3F2,0.7137785551105237,6.759048142743872,339.2294939934829,2.4425562188623044e-19,5.784417227396639e-18,TRUE,Not significant
TPD52L1,-0.6770734803450434,7.621422455538656,339.0987159655758,2.457282443947789e-19,5.810487836445376e-18,TRUE,Not significant
HRH1,1.1073178257046903,4.769048489456357,338.98480316261805,2.4702596728206255e-19,5.832350254710933e-18,TRUE,Up-regulated
SSB,-0.7087395316869617,7.459054874702119,338.8132895019803,2.489752864214129e-19,5.869507883509328e-18,TRUE,Not significant
TNFAIP3,2.4479108590317917,2.912039399054805,338.48932827064033,2.5281749163497736e-19,5.9511105335161085e-18,TRUE,Up-regulated
KRT18,-0.8533182137452686,5.822702180416585,337.79483864652286,2.609371352495309e-19,6.133003645037846e-18,TRUE,Not significant
SDC2,-0.5663816405445767,8.195086966529109,337.74548034376164,2.6153123406019963e-19,6.137737520061442e-18,TRUE,Not significant
FADS2,-0.6213675304762278,9.175118334893552,337.6703023837467,2.624401050146731e-19,6.141024348097652e-18,TRUE,Not significant
UBE2I,-0.6113647065899545,7.533047365596927,337.66890554069835,2.6245708666213893e-19,6.141024348097652e-18,TRUE,Not significant
KLHL21,0.6549949687043213,7.019734319137863,337.1992479350685,2.682118228522855e-19,6.2662941572215586e-18,TRUE,Not significant
ISG15,1.2243039816787118,4.958691910934001,336.6027439762441,2.757191461929036e-19,6.419235155170807e-18,TRUE,Up-regulated
FAM214B,0.9804897614753296,4.98833602156609,336.58420699515966,2.7595310692205205e-19,6.419235155170807e-18,TRUE,Not significant
XRCC2,0.8535707273743746,6.54259840132726,336.57087610412674,2.761211002175645e-19,6.419235155170807e-18,TRUE,Not significant
SLCO4A1,-0.9081393645667847,6.876896069122196,336.54899760858615,2.7640084833205076e-19,6.419235155170807e-18,TRUE,Not significant
CYTH1,-0.73330453493906,7.109270264602989,335.6652259282044,2.879572236967715e-19,6.677702383353914e-18,TRUE,Not significant
LEO1,-0.8292968796060709,5.942563223924292,335.19985327882796,2.9424777021339338e-19,6.805630119986848e-18,TRUE,Not significant
PLAUR,1.480615482481302,4.269623423072235,335.1944600898107,2.9434459124191357e-19,6.805630119986848e-18,TRUE,Up-regulated
KIF4A,0.5910215185056397,7.845412262200085,334.9942384151904,2.9707226856485837e-19,6.858551783853378e-18,TRUE,Not significant
SREBF1,-0.732740868712173,7.565566106299395,334.74690841032975,3.0050886338606895e-19,6.927660080714245e-18,TRUE,Not significant
VPS51,-1.1670171606955337,4.9553518755441885,334.6425940269335,3.019750267424953e-19,6.951207169344922e-18,TRUE,Down-regulated
CCT3,-0.555338209108459,9.135430411614644,334.26341101556204,3.0734875341143104e-19,7.064501493853921e-18,TRUE,Not significant
PSMB6,-0.6957278357148696,6.995619269069558,334.0743114399411,3.100687794807074e-19,7.110660811518797e-18,TRUE,Not significant
DUSP5,1.4503836727965977,4.017970572110369,334.0624032095013,3.1026683771310427e-19,7.110660811518797e-18,TRUE,Up-regulated
FRMD8,0.8555916484654614,6.03241210158207,333.96040893826927,3.1171977095037517e-19,7.1331894831512e-18,TRUE,Not significant
ARMCX3,0.6443947029907526,7.129116589461609,333.929924216385,3.121626107789777e-19,7.1331894831512e-18,TRUE,Not significant
GAP43,1.395696169296282,4.6974261656891025,333.861261679892,3.131725973049964e-19,7.145821453835175e-18,TRUE,Up-regulated
PCBP2,-0.6625990739791298,8.440122531769658,333.777175202951,3.1439395068225945e-19,7.163232433183259e-18,TRUE,Not significant
BTF3,-0.5936058097815263,8.31167196579737,333.301599434103,3.2145022054599956e-19,7.313343445609859e-18,TRUE,Not significant
MAP1B,0.6193959212772687,10.311028451467331,333.22326009772877,3.226285278149968e-19,7.329482397890117e-18,TRUE,Not significant
TNFAIP2,0.7618289693986726,7.506053976278933,333.143049279019,3.238398566645978e-19,7.346323598937102e-18,TRUE,Not significant
LYN,-1.232656038114183,4.504252787340892,331.8450099800581,3.4413865906589535e-19,7.795488755362238e-18,TRUE,Down-regulated
PAICS,-0.5862518826466925,9.01649506627755,331.2813451505246,3.533479685802329e-19,7.99251627917372e-18,TRUE,Not significant
FAM111A,0.8245590138274527,6.425862799707793,330.8946809097832,3.59826582594175e-19,8.127296945010051e-18,TRUE,Not significant
CSDE1,-0.5626818650003641,9.79103578133638,330.79911383910206,3.61446577623119e-19,8.152106794010606e-18,TRUE,Not significant
RPL21,-0.6038326637088305,7.841291478800193,329.87832168071276,3.774611718313235e-19,8.501034748881248e-18,TRUE,Not significant
LOC643201,1.7137167331254257,3.8298260161676985,329.0497576348674,3.9254979426969173e-19,8.815604164831584e-18,TRUE,Up-regulated
FXR1,-0.582088195444561,8.259384855072371,329.0358962321141,3.927713582594373e-19,8.815604164831584e-18,TRUE,Not significant
RPS19,-0.6722821369834673,8.173258107669673,329.01708383085065,3.9312067196977694e-19,8.815604164831584e-18,TRUE,Not significant
NIPSNAP2,-0.8287614055430237,5.982822804713628,328.7676972208173,3.977835564683729e-19,8.907388234384912e-18,TRUE,Not significant
MGST3,-0.7290817505551827,6.76451260860657,328.1162746688315,4.1023804692747363e-19,9.17313401069587e-18,TRUE,Not significant
DNAAF5,-0.7995299646493605,6.454184995578509,327.60525163480014,4.2029779935783857e-19,9.384649434232882e-18,TRUE,Not significant
ZNF107,0.9483145453058477,5.459987657880614,327.38904056802147,4.2463382006981444e-19,9.46794095248388e-18,TRUE,Not significant
ANKRD34B,3.539439656512924,1.5372456578843277,328.53810654154734,4.265344912752144e-19,9.485331227536028e-18,TRUE,Up-regulated
EIF4G2,-0.5466790037538152,10.072129813007477,327.2902700036675,4.2662750178872854e-19,9.485331227536028e-18,TRUE,Not significant
RPL13,-0.6875011214137156,9.167952894806698,326.999848152109,4.325536323979243e-19,9.603427946561872e-18,TRUE,Not significant
NKAIN1,4.097699643285565,1.4121587677304523,327.2323144483783,4.385441269968487e-19,9.722616602781199e-18,TRUE,Up-regulated
PBX1,-0.6772261747428356,6.820236397772352,326.6737406560082,4.393122315280312e-19,9.725850111590834e-18,TRUE,Not significant
PHGDH,-0.7901735250113473,6.588494891176755,326.196225125332,4.49410986352284e-19,9.93535179163536e-18,TRUE,Not significant
TMEM109,-0.8383162028984922,5.8329628033364465,326.0567501126929,4.524075401306522e-19,9.987471542714822e-18,TRUE,Not significant
SPHK1,1.8090341565595534,3.1780468554051367,324.4462549610018,4.886492045401393e-19,1.0772337188945525e-17,TRUE,Up-regulated
H2BC12,0.9551353714017419,5.998400799422854,324.3695076350325,4.903694496996459e-19,1.078844806859946e-17,TRUE,Not significant
DTL,0.6392156823001912,7.323207620831453,324.35280911293967,4.907604975543324e-19,1.078844806859946e-17,TRUE,Not significant
CSE1L,-0.5954645734293124,8.367948743489507,324.0048241466965,4.990081738935788e-19,1.095435078364696e-17,TRUE,Not significant
ADGRB2,1.1453584423098235,4.886691187603225,323.5693136368689,5.095432325868752e-19,1.1169930891069929e-17,TRUE,Up-regulated
HSP90AA1,-0.5609659282227302,11.238433212518695,322.6011456403207,5.337971756446673e-19,1.1685223887011415e-17,TRUE,Not significant
ERGIC1,-0.598784946714155,10.471243028382226,322.40743353263264,5.38796178028433e-19,1.177815980781036e-17,TRUE,Not significant
FZD8,1.8515429082582355,3.3171265637143623,322.2476487395983,5.430497894708102e-19,1.185456453830833e-17,TRUE,Up-regulated
RAB34,-0.6413113655664989,7.125293815944682,322.20840074064733,5.439843913210536e-19,1.1858404513735101e-17,TRUE,Not significant
CST3,0.6857521204778001,7.43708832700831,321.99317441442145,5.496538976542202e-19,1.196530699211067e-17,TRUE,Not significant
CRTAC1,4.0147850701481635,1.5273113610886064,323.1225760879501,5.607191536176217e-19,1.2189207748321874e-17,TRUE,Up-regulated
RPS3,-0.7064239017610772,8.51851117912004,321.4509232716712,5.642171302342062e-19,1.2248213535500891e-17,TRUE,Not significant
NPC1,0.6955860334893925,6.592810547652779,321.20978073001015,5.708246811646801e-19,1.2374465695705894e-17,TRUE,Not significant
CACYBP,-0.6007868573063799,7.76062105058197,321.1003442428477,5.738497515099419e-19,1.2422813872715226e-17,TRUE,Not significant
XRCC5,-0.5824669362764001,8.931753010562396,320.97031441740705,5.774664863627749e-19,1.247848704225394e-17,TRUE,Not significant
FGD4,-1.1593724626634425,4.96906260255309,320.95081318699374,5.780182097627545e-19,1.247848704225394e-17,TRUE,Down-regulated
HAS2,1.7156753023649174,3.3995583974631467,320.8452448213732,5.811008349542876e-19,1.25277324832214e-17,TRUE,Up-regulated
