gene,logFC,logCPM,F,PValue,FDR,Significant,direction
CHI3L1,4.103603731704906,10.603451635897404,9486.807661314007,1.9767861111811815e-43,3.0897166917761867e-39,TRUE,Up-regulated
ALOX15,-2.7621319956914467,8.834947263296211,6080.4737963205935,3.872385942852613e-40,3.026269614339317e-36,TRUE,Down-regulated
IGFBP3,2.7892924823805245,8.27614798218355,4819.134472725346,2.0211347009374012e-38,1.053011179188386e-34,TRUE,Up-regulated
SPOCK2,2.416906012709151,8.67147526813122,3513.0302926471804,4.330179875721042e-36,1.692017786437997e-32,TRUE,Up-regulated
RBP1,-2.67885573746976,6.178003188762534,2930.3938672030986,9.346811729201315e-35,2.921813346548331e-31,TRUE,Down-regulated
CDKN1A,2.4494916171636616,6.749156512800847,2518.7961001384892,1.2081845568007836e-33,3.119608047723239e-30,TRUE,Up-regulated
HLA-B,1.998496003334469,7.581795962970723,2497.221769763517,1.3971373214371514e-33,3.119608047723239e-30,TRUE,Up-regulated
MGP,2.780026240589769,5.727812928139339,2405.3485159885863,2.6313053870796587e-33,5.140912900006883e-30,TRUE,Up-regulated
POU3F4,-2.1961965318844343,6.4307381881478065,2274.3709464259746,6.768916686793839e-33,1.1755351979398633e-29,TRUE,Down-regulated
SRPX,2.010252807511671,6.505733633933161,2253.074657629098,7.932996549328626e-33,1.2399273606600642e-29,TRUE,Up-regulated
PIK3AP1,-1.7953064469412423,8.149923369149349,2237.122142859548,8.942975671403129e-33,1.2707155431275536e-29,TRUE,Down-regulated
C3,3.263719003557171,6.237411827259779,2198.5217391865317,1.1994270525832283e-32,1.562253735989655e-29,TRUE,Up-regulated
COL6A2,3.398701050457908,5.636706520005208,2186.6575977046436,1.3140765158227124e-32,1.579924303254538e-29,TRUE,Up-regulated
NEURL1B,1.6404025784851743,7.806238550540625,2173.657370725076,1.4528849147913824e-32,1.6220422298706647e-29,TRUE,Up-regulated
LRATD2,2.0125255258611525,6.26082273073201,2133.189948958575,1.9943584654685399e-32,2.0736426942522323e-29,TRUE,Up-regulated
GPNMB,4.622348315803117,4.431899593832294,2123.990274889635,2.146494277906449e-32,2.0736426942522323e-29,TRUE,Up-regulated
PTN,1.4791767567537382,8.486274937384856,2117.675760073611,2.255401522859114e-32,2.0736426942522323e-29,TRUE,Up-regulated
RGS5,2.6925717467504793,5.110811752926702,2045.7326644219925,4.037909919563162e-32,3.506251780154013e-29,TRUE,Up-regulated
BST2,2.2133861309926863,6.432400443458766,2002.6348978919532,5.778629701671753e-32,4.753683275638395e-29,TRUE,Up-regulated
SAMD9L,2.369297967821828,6.020777831049204,1879.342495910109,1.683483138261486e-31,1.3156420725513513e-28,TRUE,Up-regulated
ICAM1,3.3499961773056026,4.660086728388244,1857.8659402650742,2.042853976977815e-31,1.5204670314363454e-28,TRUE,Up-regulated
TRDC,-1.6481242489014694,7.395419098007701,1822.5922349058058,2.8190074637150815e-31,2.0027766662666694e-28,TRUE,Down-regulated
CTSS,4.680212628232147,4.14127318008474,1756.0698690257263,5.280935407591957e-31,3.588740018289665e-28,TRUE,Up-regulated
FN1,1.561842616149004,8.988815269526619,1748.0743552702488,5.68496893222523e-31,3.702336017111681e-28,TRUE,Up-regulated
CGNL1,-1.32135773460388,8.173916992858471,1707.9746177615912,8.394122312721162e-31,5.122868639280006e-28,TRUE,Down-regulated
C1S,1.8624481355059885,6.281385186236226,1706.4410978218693,8.521726463293675e-31,5.122868639280006e-28,TRUE,Up-regulated
CAVIN2,-1.4277555168272988,7.38292667385254,1676.7182733052919,1.144519530588748e-30,6.62549639374153e-28,TRUE,Down-regulated
HNRNPD,-1.3208138544650163,8.408035214958844,1659.9802333843677,1.3543887231718141e-30,7.560391336848376e-28,TRUE,Down-regulated
APLP1,1.4780125216604356,7.388743566954743,1616.753508177433,2.108514061432861e-30,1.1364163717308833e-27,TRUE,Up-regulated
DCN,-1.5668742172846333,7.183008152318435,1605.443621174273,2.371942548049252e-30,1.2357820675336604e-27,TRUE,Down-regulated
PDGFRA,1.743213621959397,5.957345000937269,1595.7753378075452,2.6247969224220166e-30,1.3234056741114876e-27,TRUE,Up-regulated
PLXNA4,3.3989096677313295,4.305166437410835,1580.3433675651493,3.0899178556620072e-30,1.5092317526249117e-27,TRUE,Up-regulated
SOD2,1.4133007955024603,8.009046627135767,1566.2358357822022,3.590207085075371e-30,1.7004526284766074e-27,TRUE,Up-regulated
GDF15,2.9566955885850432,5.053873556943781,1545.6599091492494,4.481223634467798e-30,1.98216344948166e-27,TRUE,Up-regulated
SLITRK2,2.5113596385720163,4.9698422126041,1544.6747226299472,4.529538004325114e-30,1.98216344948166e-27,TRUE,Up-regulated
TCIM,2.759808361837194,4.739963228766675,1543.9498449270066,4.56544364563914e-30,1.98216344948166e-27,TRUE,Up-regulated
JAG1,1.3293070437020047,7.741115869783399,1519.8357711583576,5.942205212548306e-30,2.5101802019494603e-27,TRUE,Up-regulated
UBE2J1,-1.179451921572263,8.662325862256468,1475.4146776345833,9.764639819085059e-30,4.016350536113144e-27,TRUE,Down-regulated
COL14A1,2.3552343380470555,5.058240150884672,1468.007254375508,1.0624032578202872e-29,4.2577853640336124e-27,TRUE,Up-regulated
PNMA2,2.05029345464734,5.4734787831524585,1450.6919100273426,1.295645866599957e-29,5.062736223739331e-27,TRUE,Up-regulated
DGKI,5.596153954502418,3.3087314949091837,1414.9094030415467,2.0446903961219364e-29,7.794758753996554e-27,TRUE,Up-regulated
AKR1C1,-2.0789747065926667,5.895389154611234,1399.6974438652755,2.3573426667643992e-29,8.772682352744658e-27,TRUE,Down-regulated
HEPH,2.5063327439678926,4.564749401813258,1390.1681332763158,2.6428828880199995e-29,9.606571985988975e-27,TRUE,Up-regulated
DIRAS3,3.385410753894332,4.266778821273557,1385.0796790357188,2.810252240120182e-29,9.98278238933601e-27,TRUE,Up-regulated
PLAU,2.2792778344752977,5.166041113231271,1375.7580064731253,3.1454976063564126e-29,1.0925361686077939e-26,TRUE,Up-regulated
CDKN2B,2.0491170576165767,5.582154168621454,1364.3890641318674,3.6130657275485246e-29,1.2259594998462512e-26,TRUE,Up-regulated
MX1,2.7137406921590514,6.35538094744016,1362.7470164146437,3.686506493459616e-29,1.2259594998462512e-26,TRUE,Up-regulated
SEZ6L2,1.7016943533236717,6.4701580808937855,1353.8002356327645,4.115312853325514e-29,1.3400487478641204e-26,TRUE,Up-regulated
IFI6,2.204412034236494,7.0810012810921865,1351.4814183675628,4.234873717205294e-29,1.3508382897942602e-26,TRUE,Up-regulated
SERPINI1,1.427908292278865,6.865350788004915,1332.306345806749,5.376416265966008e-29,1.6806677247409743e-26,TRUE,Up-regulated
PKP2,-1.787864816941857,5.543776422674289,1327.2846042179292,5.726448209856619e-29,1.754987951373705e-26,TRUE,Down-regulated
CXCR4,2.248446414036075,5.078016165211084,1296.3616099754026,8.488139877844468e-29,2.55133896712902e-26,TRUE,Up-regulated
ARHGDIA,-1.2552583280690959,8.35610085185898,1232.4040603622436,1.9734680677155014e-28,5.819869037432696e-26,TRUE,Down-regulated
ENO1,-1.206819139791859,11.49345985194406,1228.48662332335,2.0810067529089913e-28,6.023358434808803e-26,TRUE,Down-regulated
LOC105375655,-1.5469015550791767,9.027117139276882,1226.385859845686,2.1412151949462344e-28,6.084944272183572e-26,TRUE,Down-regulated
IGFBP5,1.346474084575891,8.63314529455717,1220.0902416482847,2.332950405974942e-28,6.508727724291099e-26,TRUE,Up-regulated
ITGA7,1.2527731197958134,8.216041734517773,1218.8252185783062,2.3736243140409e-28,6.508727724291099e-26,TRUE,Up-regulated
MCAM,2.623473115109103,4.963337982185359,1215.4148525343371,2.4873593318421255e-28,6.703004544257314e-26,TRUE,Up-regulated
TMPRSS2,1.5284674282368085,6.380839024736991,1206.4814660180275,2.8122930382350805e-28,7.450193252138018e-26,TRUE,Up-regulated
C1QBP,-1.1040558538710414,8.203404484346969,1204.3016478227057,2.898281862888665e-28,7.550024252824972e-26,TRUE,Down-regulated
SHC4,3.522086889042515,3.8769213035038805,1198.9200162915392,3.1273179883464185e-28,8.013111501287627e-26,TRUE,Up-regulated
PLOD2,-1.104790963350629,8.205476652635404,1175.375556381348,4.344596092928827e-28,1.095258660201251e-25,TRUE,Down-regulated
TKT,-1.147701247985025,10.461881487332034,1173.9734590827559,4.431774406444643e-28,1.0995021265512662e-25,TRUE,Down-regulated
ITGA3,1.3293853752310003,7.731110034140197,1171.246558651952,4.6066757667355395e-28,1.1250365974074451e-25,TRUE,Up-regulated
IFIT3,1.949889525275841,5.727296806971416,1156.0589351219612,5.724264118339965e-28,1.37646535645621e-25,TRUE,Up-regulated
OAS3,1.796469813802471,7.475588144581077,1148.8282815074374,6.353947153362717e-28,1.5047302122281706e-25,TRUE,Up-regulated
HS6ST2,-2.296412008892455,5.216690084013083,1120.5634636012762,9.61572556239476e-28,2.2431909035855236e-25,TRUE,Down-regulated
TRPM8,1.6547406124685524,5.842543249403093,1106.965390924632,1.1778101573981716e-27,2.707231288254915e-25,TRUE,Up-regulated
FBXO32,1.713993121252753,6.0352905497216645,1101.3100707295046,1.2824296008043755e-27,2.9049818348655633e-25,TRUE,Up-regulated
SLC6A6,-1.261941929687862,7.919173161020901,1087.2299436061708,1.5880271736928105e-27,3.5458378178312324e-25,TRUE,Down-regulated
MINAR1,-1.8601543668782543,5.15768665605953,1084.5885936586067,1.6535434036904075e-27,3.6151494421312785e-25,TRUE,Down-regulated
NT5E,1.6275538622965968,5.8947233717029786,1084.1266283212535,1.665327957987537e-27,3.6151494421312785e-25,TRUE,Up-regulated
IFI44L,2.275953562353894,5.70260047226331,1050.1390693697988,2.8255920451893335e-27,6.0498635159327785e-25,TRUE,Up-regulated
SFRP5,1.8657629578569779,5.406546109177631,1049.1013087528513,2.8722228465393758e-27,6.066600417758169e-25,TRUE,Up-regulated
APCDD1,-1.540678476803383,6.282045921380875,1041.3430194825355,3.2485475638326574e-27,6.769973123027258e-25,TRUE,Down-regulated
CXCL8,4.010687582475386,3.8087514201313972,1035.4560516363072,3.6241450865399165e-27,7.453340487186696e-25,TRUE,Up-regulated
NRXN1,-3.134405367630659,3.934083661842517,1023.7051199262154,4.315342763369766e-27,8.759585375515511e-25,TRUE,Down-regulated
PRUNE2,1.882615740297184,5.779767184252649,1022.2735775318694,4.41353560118188e-27,8.844046339291383e-25,TRUE,Up-regulated
PDZD2,1.6337089629561057,5.394734458832638,1011.4255033375853,5.267219819168361e-27,1.0421094401721706e-24,TRUE,Up-regulated
AMOTL2,-1.8059766642897037,5.134090491865267,1010.6248585780017,5.3368908120514186e-27,1.042695042404546e-24,TRUE,Down-regulated
EPAS1,2.0803191415208557,4.846929134714677,1008.8408465655228,5.495800141609706e-27,1.0604858791772803e-24,TRUE,Up-regulated
MEST,2.8786953050739124,4.035058544878489,1007.7597111136987,5.5960995004825146e-27,1.066671160884655e-24,TRUE,Up-regulated
SET,-0.9498248951624452,9.316632264111872,988.2332738956308,7.734999752766181e-27,1.4566029654907881e-24,TRUE,Not significant
GLIPR1,1.6702755770566724,5.249389396386768,984.9602263478768,8.172157603500734e-27,1.5206050397942437e-24,TRUE,Up-regulated
CYRIB,-0.9931898765853299,9.501946003364129,983.8769564434504,8.322033578806664e-27,1.530275115726449e-24,TRUE,Not significant
OAS2,2.7206593974249267,5.734714452581132,981.3302952349935,8.687583675934838e-27,1.5789178238937386e-24,TRUE,Up-regulated
DHRS3,-1.6415868387292365,6.26191122072293,973.9374599978106,9.845353402799965e-27,1.7687686630547523e-24,TRUE,Down-regulated
MYBPH,1.7336735062913402,5.414048719947814,969.6386964851263,1.0593244441809658e-26,1.8815046661986926e-24,TRUE,Up-regulated
GEM,2.3596364056682173,4.27672605240332,961.8278906131414,1.2111134511827695e-26,2.1244405693494633e-24,TRUE,Up-regulated
PARP9,1.3775593406995879,6.656238582654884,961.2410819058464,1.2232863163240672e-26,2.1244405693494633e-24,TRUE,Up-regulated
NRP1,1.1142823487697955,7.474894749602708,956.2601761374972,1.333065280353805e-26,2.2896494870252716e-24,TRUE,Up-regulated
MDK,1.1790644704806579,7.618626537199669,950.7935564551085,1.465654889087075e-26,2.4900202083077154e-24,TRUE,Up-regulated
HNRNPA2B1,-0.9485636531834261,10.620839797489552,948.6838881843028,1.5204952194902708e-26,2.5554129334013904e-24,TRUE,Not significant
PBXIP1,1.3616427568651397,6.959039087594596,945.7401423937042,1.6006773819642404e-26,2.652129168142905e-24,TRUE,Up-regulated
PTMA,-1.1721826993902853,9.649909460111067,945.3377501290366,1.6119787010465513e-26,2.652129168142905e-24,TRUE,Down-regulated
NPAS2,1.7894304926644322,4.97156863717891,937.006004166955,1.866096329168979e-26,3.038238085928244e-24,TRUE,Up-regulated
ADD2,-1.1401565845586916,7.698630577557699,930.7393540067898,2.0849025539997654e-26,3.359487311238797e-24,TRUE,Down-regulated
CHN1,-1.1589879875115339,6.988887955853155,929.1645885030973,2.144071612300552e-26,3.4195754388017985e-24,TRUE,Down-regulated
ACP5,3.6852933492202555,3.2188565625769705,923.4688372791248,2.3767769201779608e-26,3.75242659215975e-24,TRUE,Up-regulated
LAMA4,0.9932863536968308,7.899443738808627,922.0483255570914,2.4344862413092734e-26,3.805101995166394e-24,TRUE,Not significant
FERMT1,-1.389744051786329,5.837576247221983,912.7135940384514,2.8800738428198983e-26,4.4569855607202984e-24,TRUE,Down-regulated
BIRC3,3.8895206666579885,3.0796002577513755,911.4504747937713,2.96045407355313e-26,4.5364605068270024e-24,TRUE,Up-regulated
XAF1,4.119046526142014,3.079690430519212,911.0845770449932,2.9927492615544887e-26,4.541424364863753e-24,TRUE,Up-regulated
COL27A1,2.9733428866038367,3.5945451347150494,905.8879357051046,3.261759980441244e-26,4.868740724657659e-24,TRUE,Up-regulated
SRSF3,-0.9786928651869843,8.238523865954742,905.7091526674157,3.270747127889022e-26,4.868740724657659e-24,TRUE,Not significant
VCAN,2.3820697084078706,4.166445048116584,903.2777330705444,3.4195918810813713e-26,5.042285009556777e-24,TRUE,Up-regulated
COL11A1,-1.0015397517820825,8.594974644970248,901.1312893324703,3.5561259391340466e-26,5.194602656884593e-24,TRUE,Down-regulated
DTX3L,1.1554842131087943,7.120458927346383,892.1115302745199,4.198388824451327e-26,6.076001604275393e-24,TRUE,Up-regulated
MCOLN2,-1.4096331449545407,6.114407074265688,886.9138843739039,4.623329485416037e-26,6.629599986885566e-24,TRUE,Down-regulated
MFAP5,-1.809642184472402,4.7988999900473654,885.3516753624618,4.7600177500661685e-26,6.763552493957656e-24,TRUE,Down-regulated
TRA2B,-1.0376989991180285,7.919292657769806,884.3846111884999,4.8463367162848283e-26,6.824166024822691e-24,TRUE,Down-regulated
FASN,-1.1027442769597426,10.064946083777059,883.0252091279211,4.9708847915925103e-26,6.937047258267047e-24,TRUE,Down-regulated
CHGB,1.3707579581655571,6.855718991021033,882.3065161201221,5.0381041461833114e-26,6.961172922345265e-24,TRUE,Up-regulated
DDIT4,-1.3072394116879056,6.820680191206549,881.8926473143367,5.0772470450886765e-26,6.961172922345265e-24,TRUE,Down-regulated
CYRIA,1.696850904673544,5.098952026262146,869.6243918637715,6.396797692984264e-26,8.694082429682091e-24,TRUE,Up-regulated
LINC01206,3.8172564979553743,3.6922866057880217,872.7880047663689,6.482071113404261e-26,8.734032026078327e-24,TRUE,Up-regulated
TNFRSF21,1.4453844215101757,5.33151375820555,862.6340631880792,7.306937737893035e-26,9.70269085632705e-24,TRUE,Up-regulated
STK17A,-1.0042173472828892,7.604697625374375,862.5032371826038,7.325128093708201e-26,9.70269085632705e-24,TRUE,Down-regulated
OSMR,1.009156075257685,8.033517672561999,861.0197049189779,7.535924257601857e-26,9.898024886245127e-24,TRUE,Up-regulated
FSTL1,-0.9704159339800394,7.886398640205319,859.9169966543707,7.696765901721706e-26,1.0025037586992521e-23,TRUE,Not significant
MR1,1.8375631402395514,5.124920228053779,856.4159754657752,8.232121047381266e-26,1.0633723303352824e-23,TRUE,Up-regulated
PRDX1,-1.1013032881548415,9.338813738053418,854.8146739762387,8.489741943096076e-26,1.0876612013982925e-23,TRUE,Down-regulated
ACTA2,2.815002762755743,4.101686483983101,853.5510243122469,8.701419024626631e-26,1.105716905324506e-23,TRUE,Up-regulated
HNRNPM,-0.9295711588617707,8.408216531192885,851.6058401035564,9.032385100519591e-26,1.138517573557429e-23,TRUE,Not significant
ANGPTL2,-1.290875274410432,7.227119172506325,843.8659993232274,1.049806950823447e-25,1.3126786113096381e-23,TRUE,Down-regulated
IFITM1,3.1267458066273046,4.261911917366243,842.4301719520085,1.0801411804756255e-25,1.3398894167328594e-23,TRUE,Up-regulated
PARP14,1.1384967569491955,7.5750828418786496,841.6036159642654,1.0972548838788437e-25,1.3418348779721614e-23,TRUE,Up-regulated
SUSD2,-2.44315398379456,4.221393148569353,841.5355884326781,1.0988794905978032e-25,1.3418348779721614e-23,TRUE,Down-regulated
SRSF2,-0.9653857319188576,7.988131304635269,838.095519167974,1.175371135020939e-25,1.415939836324131e-23,TRUE,Not significant
ILF3,-0.9300181048498494,9.165751900696568,837.995390756966,1.1776850845946068e-25,1.415939836324131e-23,TRUE,Not significant
LINC02582,-1.3052910819938897,6.677354903399695,835.0622638836509,1.247665185615602e-25,1.4886264771886916e-23,TRUE,Down-regulated
KCNE4,1.2708007454950998,6.65022548428567,831.7716203060664,1.3314402421353139e-25,1.576546286710224e-23,TRUE,Up-regulated
PRSS23,1.230104608583633,6.7491526554508106,829.6942606121621,1.387379865115544e-25,1.6270001099195702e-23,TRUE,Up-regulated
BNIP1,-1.279340158635303,6.0177691781161275,829.4230035148212,1.394868936207437e-25,1.6270001099195702e-23,TRUE,Down-regulated
PTK2B,2.2728483789508203,4.152597487141386,825.2889629046919,1.5145871196903191e-25,1.7535553096859026e-23,TRUE,Up-regulated
ABCC3,1.4797625329403536,5.729578776221113,824.3563138038929,1.542842008099225e-25,1.7731338666610944e-23,TRUE,Up-regulated
XXYLT1,-1.4423992275513933,5.60277284667515,823.6835020488121,1.5637126433742437e-25,1.7840020887547028e-23,TRUE,Down-regulated
ITGA2,1.284116247982806,6.224130368246888,821.2470823529386,1.6417949579443015e-25,1.859511245845611e-23,TRUE,Up-regulated
BTG1,1.1465036291490878,6.833268415586565,817.90230717308,1.755787267455619e-25,1.9743133086569297e-23,TRUE,Up-regulated
TRDN,-2.4791065626772335,4.2555754825263445,814.9728824448006,1.862901710569009e-25,2.0797966954424007e-23,TRUE,Down-regulated
PROX1,1.4417100113872152,6.366533910835753,807.6835109623898,2.1590255231068275e-25,2.3770860566480719e-23,TRUE,Up-regulated
MAN1A1,1.6795811024571494,5.02469479276343,807.6723078932214,2.1596047347666424e-25,2.3770860566480719e-23,TRUE,Up-regulated
HNRNPA1,-0.9719971276209932,9.49392986085814,805.4188479831465,2.2610092721055466e-25,2.4712989456650135e-23,TRUE,Not significant
C2CD4A,2.30852255042221,4.045379720214811,801.9826121684193,2.42593499267588e-25,2.6331502733002783e-23,TRUE,Up-regulated
PLS3,0.9596093432144019,7.790806248552665,801.4595536625208,2.4517631673289005e-25,2.6428316072655664e-23,TRUE,Not significant
ALDH3A2,-0.8512981855105695,8.993878403247372,800.935709625324,2.478249095110021e-25,2.653084476477372e-23,TRUE,Not significant
H2BC21,2.033224779479471,4.282127886652131,800.0877490386027,2.522086070988672e-25,2.6816466183369346e-23,TRUE,Up-regulated
TIMP1,1.1813745254384767,7.471830017665713,793.0223967888572,2.9174128645746867e-25,3.081024531979889e-23,TRUE,Up-regulated
TSPYL2,1.107107311181366,6.455753883525119,792.4911892258609,2.949707595758029e-25,3.094223471254899e-23,TRUE,Up-regulated
DDX60,1.8384979501344205,4.775671007957752,788.5816491215512,3.1995253932088797e-25,3.3339054597236526e-23,TRUE,Up-regulated
DNMBP,1.0168495266964452,7.33714781293728,788.1668104556306,3.2270791829376133e-25,3.340347525120192e-23,TRUE,Up-regulated
SPOCK1,-1.0403558857961615,7.540547316470284,784.8824258575153,3.4561417699041734e-25,3.5539142015527784e-23,TRUE,Down-regulated
GAPDH,-0.9137849951522485,11.61575315425485,784.1937291375868,3.506319044382637e-25,3.581945533575204e-23,TRUE,Not significant
FBLN1,1.9690658395460579,5.154932937422773,782.9814784949837,3.596711670707988e-25,3.6504287930627176e-23,TRUE,Up-regulated
HLA-C,1.0729811564958387,7.694937717062588,780.6715764220188,3.7752854035625306e-25,3.80694908759241e-23,TRUE,Up-regulated
ITGA6,-0.8619539966593919,8.898847838246846,779.3059994751251,3.885365491163323e-25,3.8928373478770985e-23,TRUE,Not significant
SDC4,1.3223591805819739,6.6177917056439695,777.2557373427665,4.0570731059617403e-25,4.0389842449797456e-23,TRUE,Up-regulated
RNR2,0.9305273554859704,12.192220754002234,775.5911053479159,4.202374044388083e-25,4.157158627454793e-23,TRUE,Not significant
FBLIM1,1.6604251156145857,4.888157650014671,774.8088176458255,4.272789923892694e-25,4.200233113864328e-23,TRUE,Up-regulated
DPP4,2.323268580689746,4.416448092033147,772.1615238785288,4.519910830792173e-25,4.4153878928301035e-23,TRUE,Up-regulated
CD68,3.1446692640732774,3.657624217953266,766.4615416759461,5.10592946768806e-25,4.9568743838487185e-23,TRUE,Up-regulated
CCR7,2.5576772062610917,4.4577550701554385,765.7151925165202,5.20941598387323e-25,5.026121717773987e-23,TRUE,Up-regulated
MALT1,-0.9529174111297914,7.934209379743584,760.5877030527898,5.789961620296725e-25,5.551969332836676e-23,TRUE,Not significant
HNRNPA3,-0.9085139446371071,8.899596722873861,759.7038990489833,5.901414927006844e-25,5.596070186989203e-23,TRUE,Not significant
ITPKB,1.0087590402979227,7.232647673198573,759.655718274262,5.907559698357124e-25,5.596070186989203e-23,TRUE,Up-regulated
SATB1,-1.8716488153508588,4.755432951851308,759.0083817362522,5.991214552437005e-25,5.641125509312674e-23,TRUE,Down-regulated
IRAK2,1.3081100452202727,5.842081455483453,757.0971522710103,6.243601980914232e-25,5.843562812077213e-23,TRUE,Up-regulated
TRAF1,3.746224439721904,3.097768597533718,753.0684482776509,6.83872996444892e-25,6.362461270496228e-23,TRUE,Up-regulated
SERBP1,-0.8465168925683839,9.175926397149382,744.432251548337,8.232203402009619e-25,7.613570365290553e-23,TRUE,Not significant
LOC105372338,-1.1875796227616437,7.191526130291154,739.5634387222327,9.166459386778918e-25,8.427750600903205e-23,TRUE,Down-regulated
EIF4G1,-0.8126290811016653,10.158995670810482,738.9636403863072,9.28908077884486e-25,8.49054576452311e-23,TRUE,Not significant
PRMT1,-1.1321796475378785,7.246215896109057,737.7640038416205,9.539598227394496e-25,8.66883257524279e-23,TRUE,Down-regulated
UNC5D,1.3560529295153378,5.7450345835587635,735.419871840071,1.0050025084971385e-24,9.079878154803627e-23,TRUE,Up-regulated
CKB,-0.934411310688544,9.542385691192052,734.1508334605574,1.0338249160160333e-24,9.286599676626782e-23,TRUE,Not significant
IRF1,1.6739874591590131,4.650829504115474,733.6855174926636,1.0446952460150109e-24,9.323741602254255e-23,TRUE,Up-regulated
OPTN,1.5999942111226262,4.997716025285762,733.4605567260509,1.0498902891853799e-24,9.323741602254255e-23,TRUE,Up-regulated
MRC2,1.1906701977835055,7.580830478781531,731.5859975139591,1.0947963979878341e-24,9.667608870367145e-23,TRUE,Up-regulated
A2M,0.958940167472722,7.872078225497109,731.232274901757,1.103499247584103e-24,9.689715303224455e-23,TRUE,Not significant
CARM1,-1.1941433897155462,6.314841226881436,729.0470287313615,1.1589167459975925e-24,1.0119479742984566e-22,TRUE,Down-regulated
LOC124903209,-1.3592907558780136,6.341965140623376,726.9899092212105,1.2137780520132725e-24,1.0539639418315249e-22,TRUE,Down-regulated
APOL6,1.3725772398241471,5.728172886032499,725.0184793728688,1.2689422599463035e-24,1.0957772112132997e-22,TRUE,Up-regulated
HSPG2,-1.2904396781292802,7.094036940395503,724.6372874584396,1.2799044762214254e-24,1.0991707122714767e-22,TRUE,Down-regulated
LAMB3,2.3482116248666842,4.256782423947108,723.246489189543,1.3210084787677375e-24,1.1282711761278545e-22,TRUE,Up-regulated
KIAA0513,1.6357284113561077,5.2432834920616616,720.1161187508509,1.417948512822179e-24,1.2044856117071011e-22,TRUE,Up-regulated
CTSV,2.6854204449136034,3.5825114890703813,716.3458791892941,1.5455240741778092e-24,1.3057589880756301e-22,TRUE,Up-regulated
IL13RA2,0.9723443245439081,7.417011290285383,716.0018282625784,1.557263402036291e-24,1.3086036007433992e-22,TRUE,Not significant
PTBP1,-0.9049341092483942,8.958323189766599,714.4884880766062,1.6120976656578292e-24,1.3474377815097256e-22,TRUE,Not significant
HID1,-1.807074119275383,6.317030732155498,713.0233284349149,1.667153384487535e-24,1.3860429467840516e-22,TRUE,Down-regulated
TNFRSF9,3.0929488900601543,3.6344197384598167,712.435851057498,1.6989325089403258e-24,1.4049902177109677e-22,TRUE,Up-regulated
SRSF1,-0.8799464446913084,8.886467618437404,711.21739523863,1.73772794516872e-24,1.4295098833151101e-22,TRUE,Not significant
SEMA3E,-1.32111486102059,5.937238287121429,710.6623645512288,1.7600619405331134e-24,1.4403019963629613e-22,TRUE,Down-regulated
CSK,-1.0247399710246725,7.193401194790626,705.8484470939741,1.9669145040851457e-24,1.601191338481814e-22,TRUE,Down-regulated
C4orf54,1.9957866299676728,3.9343123644091214,705.6275805321955,1.9772769517357707e-24,1.6012869821569997e-22,TRUE,Up-regulated
KCNJ2,1.139549082731344,6.247512750507747,704.8219618424869,2.0142688489273533e-24,1.622836191171883e-22,TRUE,Up-regulated
CHPT1,-1.0940322633425739,6.876326570207223,702.6741956588052,2.1172875071098593e-24,1.6970873710834412e-22,TRUE,Down-regulated
SLC38A5,-1.1274375665372303,6.515558583724923,702.1062626455899,2.1454531967873234e-24,1.710889462540095e-22,TRUE,Down-regulated
TFRC,-0.8742892507254006,8.569855244379449,700.6778976592701,2.2180491795769185e-24,1.7598024709029055e-22,TRUE,Not significant
SSRP1,-0.9118125193047733,7.829219300157141,695.8202538829296,2.4850500296282176e-24,1.9616834324792444e-22,TRUE,Not significant
IGFBP7,1.0990197897256355,7.350752466888389,693.7884327972272,2.6066371427810895e-24,2.047323544807459e-22,TRUE,Up-regulated
METTL7B,1.0975797278497967,6.371010584688685,692.8741745638132,2.6633900476641446e-24,2.0814393222495292e-22,TRUE,Up-regulated
LOC105371498,-2.9514546625882065,3.392556595229199,692.0229456154492,2.7188805302320088e-24,2.114233964553547e-22,TRUE,Down-regulated
ARHGAP18,-1.1401253581291364,6.272092727710078,690.1185260706362,2.842491773979351e-24,2.1889336281064813e-22,TRUE,Down-regulated
ADAM12,1.9439047269206937,4.065431859904751,690.1162624022716,2.842952824732026e-24,2.1889336281064813e-22,TRUE,Up-regulated
KHDRBS1,-0.8509374894019301,8.187688523932744,686.8076814073304,3.0746757306883696e-24,2.3557441995421186e-22,TRUE,Not significant
LIPA,0.8032223322810592,8.432763055828794,685.917715640326,3.140455111064152e-24,2.3944055310211074e-22,TRUE,Not significant
AIF1L,-0.9604255615398645,8.293935287662148,684.0324888892612,3.284766537381389e-24,2.4922767465665587e-22,TRUE,Not significant
BLMH,-1.098388257359406,6.6933967193602415,683.2762779036536,3.344616257225853e-24,2.525427637702419e-22,TRUE,Down-regulated
ENDOD1,-0.8664395880350216,7.557192086489719,681.7811852983197,3.4663523158362064e-24,2.604763783486534e-22,TRUE,Not significant
SYTL5,1.2972147897715538,6.362921342677472,680.765596566449,3.5517278048791845e-24,2.6561485928354854e-22,TRUE,Up-regulated
NCL,-0.8877332765562022,10.063032570427012,676.4055564994491,3.944294962750473e-24,2.935682393704281e-22,TRUE,Not significant
PTHLH,1.716423964557358,4.804365564574307,672.133565315675,4.373964798076948e-24,3.240050701134725e-22,TRUE,Up-regulated
